,PlayerName,PlayerHeight,PlayerWeight,PotentialRating,BestPositions,BestOverallRating,PlayerValue,Wage,Nationality,Crossing,FinishingAccuracy,HeadingAccuracy,ShortPassing,Volleys,DefensiveAwareness,StandingTackle,SlidingTackle,Diving,Handling,Kicking,GkPositioning,Reflexes,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,JumpingPower,Stamina,Strength,LongShots,PreferredFoot,WeakFoot,SkillMoves,InternationalReputations,WorkRate,BodyType,Dribbling,Curve,FreekickAccuracy,LongPassing,BallControl,Age
104,André Onana,190,93,88,GK,84,48000000,18000,Cameroon,15,12,20,33,13,12,18,14,84,80,87,82,86,32,15,11,64,27,61,64,62,68,84,53,65,80,39,78,17,Right,3,1,3,Medium/ Medium,Stocky (185+),26,30,17,32,38,26
105,José María Giménez de Vargas,185,79,88,CB,86,52500000,71000,Uruguay,47,37,78,70,30,88,87,86,9,11,7,10,15,89,85,24,27,38,75,65,69,54,79,40,72,90,64,90,48,Right,3,2,2,Medium/ High,Normal (185+),50,36,44,62,60,27
106,Marcelo Brozović,181,68,85,CDM,84,43000000,125000,Croatia,72,69,70,83,65,78,81,79,8,8,15,11,8,84,81,70,80,69,82,62,63,72,75,76,80,67,94,69,84,Right,4,3,2,Medium/ High,Lean (170-185),81,79,74,84,85,30
107,Kingsley Coman,179,75,88,RM,86,60500000,95000,France,77,76,52,78,77,29,27,21,5,3,5,3,5,36,23,83,79,70,76,94,93,88,84,84,80,73,66,64,73,Right,3,4,3,Medium/ Low,Unique,88,81,70,73,87,26
108,Alex Nicolao Telles,181,71,85,LB,84,44500000,145000,Brazil,89,65,67,83,67,80,81,79,13,8,12,11,14,78,80,75,76,81,78,84,85,75,83,70,87,80,91,68,83,Left,2,3,3,High/ High,Unique,82,87,79,87,82,30
109,Julian Brandt,185,83,88,CAM,87,60500000,75000,Germany,81,77,54,84,79,48,55,57,11,16,11,8,9,38,47,80,85,54,84,77,85,84,83,83,81,64,80,71,80,Right,4,4,3,High/ Medium,Normal (185+),88,77,65,85,86,26
110,Niklas Süle,195,97,89,CB,85,57500000,84000,Germany,34,22,86,78,33,85,88,87,15,7,14,7,15,83,81,26,57,32,75,52,83,33,81,32,77,38,63,93,62,Right,3,2,2,Medium/ Medium,Stocky (185+),43,28,30,69,63,27
111,Anthony Martial,184,76,88,ST,86,61000000,155000,France,72,85,71,80,75,34,39,36,9,8,8,15,11,54,42,84,77,81,82,88,90,83,82,79,83,70,77,76,79,Right,3,4,3,Medium/ Medium,Unique,89,84,54,63,87,27
112,Nicolás Alejandro Tagliafico,172,65,84,LB,84,40500000,27000,Argentina,82,57,84,78,44,84,80,81,13,9,10,15,16,84,82,70,69,46,82,81,82,77,84,82,66,90,85,73,47,Left,2,3,3,High/ High,Normal (170-185),73,68,40,67,77,30
113,Alejandro Grimaldo García,171,69,88,LWB,85,56000000,20000,Spain,84,52,66,81,61,75,78,79,7,13,10,7,13,69,81,75,68,54,83,86,84,84,83,86,79,64,90,63,79,Left,2,3,3,High/ Medium,Normal (170-185),84,85,81,79,83,27
114,Thomas Teye Partey,185,77,85,CDM,86,48000000,120000,Ghana,74,68,68,87,56,81,85,81,11,13,9,9,7,84,84,73,85,49,86,68,74,75,85,50,86,83,92,84,85,Right,3,3,2,Medium/ High,Normal (185+),84,69,70,85,83,29
115,Raphaël Adelino José Guerreiro,170,71,85,CAM,85,49500000,86000,Portugal,82,80,37,87,79,76,76,78,12,6,8,11,8,52,81,79,84,44,86,82,67,87,84,90,79,53,77,49,80,Left,2,4,3,Medium/ Medium,Normal (170-),87,85,82,78,88,29
116,Saúl Ñíguez Esclápez,184,75,87,CM,86,55500000,78000,Spain,69,78,83,85,76,77,78,77,7,13,12,10,9,76,79,82,83,68,83,67,69,73,84,69,82,80,87,77,81,Left,4,3,3,High/ High,Lean (170-185),81,73,60,83,85,28
117,Felipe Augusto de Almeida Monteiro,190,84,84,CB,84,29000000,74000,Brazil,45,39,84,73,44,87,86,83,9,11,14,9,7,92,87,34,50,47,75,58,66,65,83,55,46,90,76,89,41,Right,3,2,3,Medium/ High,Normal (185+),57,32,30,69,63,33
118,Marcel Sabitzer,178,76,86,CM,84,52000000,81000,Austria,74,81,60,84,82,71,70,59,11,13,14,15,13,77,66,83,83,65,80,76,83,75,86,80,88,71,85,76,88,Right,4,3,3,High/ High,Normal (170-185),79,75,78,81,82,28
119,Raúl Alonso Jiménez Rodríguez,188,81,84,ST,84,42000000,140000,Mexico,73,84,85,81,82,53,38,30,7,11,13,14,10,81,53,84,78,92,81,73,82,75,83,68,83,75,86,84,74,Right,4,3,3,High/ High,Normal (185+),84,75,51,75,83,31
120,Memphis Depay,176,78,87,CAM,86,56000000,105000,Netherlands,83,83,65,81,74,29,31,20,8,14,6,12,10,75,28,84,84,73,78,81,84,80,82,79,87,69,78,81,83,Right,3,5,3,High/ Low,Stocky (170-185),85,85,86,74,84,28
121,Josip Iličić,190,79,84,CAM,85,34000000,90000,Slovenia,82,85,58,86,83,53,32,26,13,13,8,12,6,58,46,85,87,78,80,71,69,71,84,66,88,34,69,74,89,Left,4,4,3,Medium/ Medium,Lean (185+),88,85,85,74,88,34
122,Lucas Digne,178,74,85,LB,84,45500000,110000,France,87,60,71,81,68,78,83,84,6,12,9,6,13,76,82,73,74,60,80,78,78,69,83,78,83,92,86,69,76,Left,2,3,2,High/ Medium,Unique,78,83,83,73,83,29
123,Wissam Ben Yedder,170,68,84,CF,85,42000000,90000,France,74,88,74,82,84,34,33,26,6,13,9,7,7,55,44,90,80,80,84,86,82,91,86,89,83,79,68,63,71,Right,5,4,2,High/ High,Unique,87,80,76,66,87,32
124,Stefan de Vrij,189,78,85,CB,84,40000000,130000,Netherlands,49,25,82,73,27,88,87,85,8,10,7,14,13,80,86,32,64,41,82,69,68,61,81,59,65,76,64,78,60,Right,4,2,3,Medium/ High,Unique,66,45,16,71,73,30
125,Luís Miguel Afonso Fernandes,177,72,84,RM,84,40500000,25000,Portugal,80,78,45,85,78,69,67,52,15,14,9,9,15,67,72,85,86,78,85,78,73,77,83,77,76,67,85,59,77,Right,4,3,3,High/ Medium,Normal (170-185),83,83,77,83,85,33
126,Francisco Román Alarcón Suárez,176,79,84,CAM,84,42500000,210000,Spain,78,76,55,84,67,58,64,51,10,8,12,15,6,58,61,76,83,75,85,71,65,83,74,90,69,60,61,59,81,Right,3,4,3,Medium/ Low,Normal (170-185),92,88,76,81,91,30
127,David Olatukunbo Alaba,180,78,84,CB,84,36500000,105000,Austria,80,60,76,85,67,85,83,82,5,7,14,15,9,74,84,73,78,79,84,78,77,76,88,77,82,83,75,76,78,Left,4,3,4,Medium/ Medium,Normal (170-185),77,77,85,80,83,30
128,Idrissa Gana Gueye,174,66,84,CDM,84,35500000,105000,Senegal,60,53,69,81,32,84,90,83,8,6,8,12,13,86,89,69,68,54,83,70,69,81,83,81,80,89,91,69,66,Right,3,3,2,Medium/ High,Lean (170-185),76,49,61,77,79,33
129,Jesús Manuel Corona Ruíz,173,62,84,RM,84,45000000,25000,Mexico,84,69,71,79,75,77,77,76,11,6,10,14,9,73,78,79,78,68,85,88,81,91,84,87,66,71,89,39,63,Right,5,4,3,High/ Medium,Normal (170-185),89,85,67,68,86,29
130,Iago Aspas Juncal,176,67,84,ST,84,34000000,46000,Spain,80,89,77,79,83,39,21,18,12,16,9,12,13,63,39,84,79,82,85,78,86,90,84,72,79,66,69,60,81,Left,4,3,2,High/ High,Lean (170-185),87,79,83,68,86,35
131,Douglas Costa de Souza,172,70,84,LM,84,41500000,110000,Brazil,82,64,50,83,76,45,38,34,13,15,9,12,5,55,48,74,80,77,80,94,93,92,80,91,86,60,68,56,80,Left,3,5,3,High/ Medium,Unique,92,84,78,65,91,32
132,Roman Bürki,187,85,85,GK,84,32500000,68000,Switzerland,15,8,17,37,13,11,13,16,85,82,72,82,88,35,18,10,50,20,58,44,50,49,82,52,54,74,36,75,14,Right,2,1,3,Medium/ Medium,Normal (185+),12,13,12,24,23,32
133,José María Callejón Bueno,178,73,84,RM,84,26500000,85000,Spain,82,78,65,80,84,64,32,32,8,5,14,11,11,54,40,88,78,62,79,86,89,84,82,80,78,70,88,53,80,Right,3,3,3,High/ High,Lean (170-185),82,73,65,51,85,35
134,César Azpilicueta Tanco,178,77,84,RB,84,36500000,120000,Spain,81,46,75,78,51,85,85,85,13,9,10,6,5,86,85,62,74,66,78,68,66,72,86,73,68,79,81,70,60,Right,3,2,3,Medium/ Medium,Normal (170-185),67,68,58,80,77,33
135,Edinson Roberto Cavani Gómez,185,77,84,ST,84,27000000,175000,Uruguay,68,87,84,75,86,57,48,39,12,5,13,13,10,81,54,90,75,85,80,69,73,72,88,57,88,88,90,79,77,Right,4,3,4,High/ High,Unique,75,75,75,52,79,35
136,Rui Pedro dos Santos Patrício,190,84,84,GK,84,21000000,90000,Portugal,12,12,11,34,16,14,13,11,84,80,77,82,83,37,23,13,64,32,66,53,57,61,79,54,58,79,45,77,11,Left,2,1,3,Medium/ Medium,Normal (185+),20,10,16,32,25,34
137,Axel Witsel,186,81,84,CDM,84,29500000,79000,Belgium,69,71,84,90,77,82,80,81,5,7,7,10,7,77,83,75,81,76,92,62,64,74,82,70,76,78,83,84,71,Right,4,4,3,Medium/ Medium,Unique,79,71,68,85,83,33
138,Lucas Pezzini Leiva,179,78,84,CDM,84,21000000,83000,Brazil,63,62,72,82,59,82,84,81,10,8,8,5,6,83,87,66,81,61,86,62,58,77,82,80,77,81,80,61,66,Right,3,3,3,Medium/ High,Normal (170-185),77,74,47,81,79,35
139,Salvatore Sirigu,192,80,84,GK,84,13500000,54000,Italy,13,10,11,23,12,14,11,13,84,80,76,84,82,34,20,10,55,19,62,50,51,52,79,55,57,68,34,66,14,Right,2,1,3,Medium/ Medium,Normal (185+),15,11,11,28,18,35
140,Kasper Schmeichel,189,89,84,GK,84,13500000,90000,Denmark,18,12,16,44,15,14,14,13,82,77,83,79,89,35,20,13,59,26,67,50,58,61,81,47,62,60,34,64,14,Right,3,1,2,Medium/ Medium,Stocky (185+),12,13,15,46,40,36
141,Jesús Navas González,172,60,84,RB,84,15500000,43000,Spain,83,66,75,81,75,81,78,80,10,10,15,7,13,75,83,81,80,56,81,90,84,81,84,84,75,63,81,39,70,Right,2,4,2,High/ Medium,Lean (170-),84,82,46,75,83,37
142,Fernando Luiz Rosa,179,67,84,CB,84,11000000,110000,Brazil,68,66,71,86,73,88,86,83,12,11,5,13,7,87,89,70,73,61,81,67,62,69,88,77,83,84,78,76,78,Right,4,3,3,Medium/ High,Lean (170-185),76,70,72,81,82,37
143,Federico Santiago Valverde Dipetta,182,78,90,CM,84,73500000,135000,Uruguay,66,70,59,85,70,79,80,76,6,10,6,15,8,81,81,76,80,59,82,82,89,76,84,69,80,59,86,79,81,Right,3,3,1,High/ High,Lean (170-185),79,70,66,84,82,24
144,Achraf Hakimi Mouh,181,73,88,RM,84,56000000,90000,Morocco,81,73,63,81,60,67,74,76,10,8,14,6,8,72,78,75,74,46,79,93,95,77,81,74,77,75,86,73,63,Right,2,3,1,High/ Medium,Lean (170-185),84,68,55,72,83,24
145,Ousmane Dembélé,178,67,89,LM,85,57500000,175000,France,81,75,43,78,76,42,30,33,6,6,14,10,13,54,36,77,76,75,80,93,92,89,78,81,83,58,68,51,76,Left,5,5,3,High/ Medium,Unique,89,82,64,76,84,25
146,Gabriel Fernando de Jesus,175,73,87,ST,85,52500000,150000,Brazil,66,85,77,77,77,53,30,28,13,8,6,6,15,73,32,87,77,75,81,87,83,91,87,90,81,78,79,65,76,Right,3,4,2,High/ High,Unique,86,76,54,66,86,25
147,Ronaldo Jailson Cabrais Petri,177,75,83,RM,84,36500000,49000,Brazil,83,74,64,83,76,24,35,33,12,12,13,15,13,62,40,82,83,77,81,90,87,86,84,71,82,69,88,68,78,Right,4,4,1,Medium/ Low,Normal (170-185),85,86,78,82,83,30
148,Aaron Wan-Bissaka,183,72,88,RB,83,52000000,115000,England,74,44,58,74,43,81,85,90,9,8,6,8,8,78,83,69,64,56,75,84,88,85,82,73,70,62,79,71,46,Right,2,4,1,Medium/ High,Unique,82,68,45,56,77,25
149,Denis Lemi Zakaria Lako Lado,190,80,87,CDM,84,47500000,45000,Switzerland,68,66,67,83,35,84,84,80,12,12,7,13,11,89,81,65,76,38,84,81,85,68,84,64,74,65,80,87,63,Right,3,3,1,Medium/ Medium,Normal (185+),78,64,46,76,80,26
150,Ferland Mendy,180,73,88,LB,83,49500000,160000,France,78,63,72,80,50,77,81,80,7,16,9,10,9,82,79,80,75,49,78,91,92,80,82,78,69,78,88,79,64,Left,5,4,1,High/ High,Unique,80,72,35,78,78,27
151,Nélson Cabral Semedo,177,69,86,RWB,84,43500000,100000,Portugal,76,50,58,76,42,77,81,80,16,12,10,14,12,81,81,72,62,38,79,91,93,87,82,81,74,79,92,66,60,Right,3,4,2,Medium/ High,Lean (170-185),82,61,30,65,81,29
152,Steven Bergwijn,178,78,88,CAM,84,56000000,105000,Netherlands,78,77,60,84,75,52,28,26,11,14,12,14,13,50,34,78,80,68,77,88,87,79,79,90,84,68,79,78,83,Right,2,4,2,High/ Medium,Stocky (170-185),87,78,66,62,85,25
153,Joe Gomez,188,77,88,CB,84,49500000,95000,England,69,26,74,78,24,83,85,82,8,13,14,7,7,81,84,51,60,26,74,78,85,65,83,66,41,76,74,83,26,Right,3,3,2,Medium/ Medium,Unique,67,41,29,65,73,25
154,Marcos Javier Acuña,172,69,83,LB,83,33000000,41000,Argentina,87,66,57,81,68,79,82,79,8,14,13,13,14,84,78,81,82,76,87,77,75,82,83,90,82,63,90,80,81,Left,3,4,2,High/ High,Stocky (170-185),87,88,75,78,87,31
155,Martin Ødegaard,178,68,89,CAM,85,58500000,135000,Norway,84,74,52,83,73,65,49,51,14,15,15,8,10,64,65,77,87,63,76,80,77,85,74,83,76,46,80,55,78,Left,2,5,3,Medium/ Medium,Lean (170-185),86,81,83,81,85,24
156,Donny van de Beek,184,74,87,CM,85,52000000,125000,Netherlands,67,79,69,82,80,72,74,68,7,12,8,10,14,75,73,84,82,63,85,67,73,72,85,70,83,71,92,76,80,Right,3,3,3,High/ Medium,Unique,76,78,65,79,85,25
157,Pau López Sabata,189,77,86,GK,83,37000000,25000,Spain,24,19,15,38,17,19,20,11,82,83,79,82,84,39,16,20,62,25,62,45,52,40,74,57,59,71,42,52,18,Left,3,1,1,Medium/ Medium,Lean (185+),18,23,21,41,16,28
158,Martin Dúbravka,190,80,83,GK,83,19000000,47000,Slovakia,12,10,12,48,11,19,15,14,79,80,81,82,86,28,25,12,55,20,59,49,44,47,77,60,61,75,40,60,17,Right,2,1,1,Medium/ Medium,Lean (185+),19,15,13,45,35,33
159,Diego Carlos Santos Silva,185,86,85,CB,84,38500000,39000,Brazil,35,32,79,76,34,83,82,81,7,10,14,7,11,85,84,52,63,41,75,78,76,68,82,55,73,82,74,86,57,Right,4,3,2,Medium/ High,Stocky (185+),65,47,71,74,71,29
160,Nabil Fekir,173,75,84,CAM,84,43000000,38000,France,79,82,49,84,77,34,42,30,15,9,8,14,15,79,34,83,82,74,89,80,79,81,79,91,84,64,79,81,83,Left,4,4,3,High/ Medium,Stocky (170-185),88,83,79,77,87,29
161,Rafael Alexandre Fernandes Ferreira da Silva,172,66,83,LM,83,38500000,23000,Portugal,78,74,46,77,68,52,47,39,9,11,11,12,8,47,58,83,78,59,81,93,94,90,83,89,75,64,77,40,71,Right,3,4,2,High/ Medium,Lean (170-185),88,78,56,62,85,29
162,Duván Esteban Zapata Banguera,189,88,83,ST,83,36500000,87000,Colombia,44,88,83,75,77,52,24,22,9,9,8,6,8,72,20,86,59,70,82,72,78,67,82,60,86,79,72,93,64,Right,4,3,2,High/ Medium,Normal (185+),79,48,62,47,81,31
163,Thomas Strakosha,193,78,88,GK,83,42500000,58000,Albania,18,18,11,26,11,20,18,12,86,79,75,81,88,20,24,18,49,21,61,41,46,45,78,47,56,56,23,66,14,Right,2,1,1,Medium/ Medium,Lean (185+),14,14,12,22,15,27
164,José Luís Gayà Peña,172,66,88,LWB,84,49500000,46000,Spain,81,61,58,82,58,79,82,84,13,10,9,12,9,76,80,77,75,52,76,81,86,81,83,79,62,53,84,63,59,Left,3,4,2,High/ Medium,Lean (170-185),79,80,49,75,82,27
165,Bamidele Alli,188,80,87,CAM,86,52000000,105000,England,68,82,81,83,79,70,70,63,7,6,9,11,8,81,72,86,84,76,87,68,76,75,84,68,78,71,89,73,79,Right,3,4,3,High/ High,Unique,84,75,68,81,85,26
166,João Pedro Cavaco Cancelo,182,74,86,RWB,84,43500000,140000,Portugal,83,58,68,81,62,78,80,80,6,9,15,14,14,73,76,78,78,46,82,87,85,78,81,78,80,72,89,60,68,Right,3,4,2,High/ Medium,Unique,85,82,69,75,84,28
167,Alessio Romagnoli,188,78,87,CB,85,45500000,51000,Italy,36,30,78,75,28,88,86,82,9,14,12,8,9,85,86,31,45,34,76,68,72,59,80,53,64,79,71,79,46,Left,3,2,2,Medium/ High,Normal (185+),68,36,24,71,76,27
168,Filip Kostić,184,82,83,LM,83,38500000,45000,Serbia,89,74,59,75,70,69,72,68,13,14,12,12,13,78,63,79,81,64,80,89,87,76,81,77,84,67,91,77,78,Left,2,3,2,High/ High,Normal (170-185),85,79,80,73,83,30
169,Gerard Moreno Balagueró,180,77,83,ST,83,37000000,56000,Spain,78,88,81,79,80,44,41,41,15,12,7,12,10,61,42,85,76,75,77,75,77,74,86,68,81,76,76,75,80,Left,4,3,1,High/ Medium,Normal (170-185),81,75,62,73,82,30
170,Mateo Kovačić,176,80,86,CM,86,47000000,120000,Croatia,73,61,42,90,76,70,73,66,9,5,6,7,7,77,74,72,84,59,81,78,73,87,82,84,79,76,79,63,75,Right,4,4,3,High/ High,Normal (170-185),88,79,70,82,89,28
171,Edin Višća,172,63,83,RM,83,35000000,59000,Bosnia Herzegovina,82,76,45,83,74,55,40,40,8,14,14,12,16,47,52,82,79,75,82,89,87,91,78,90,80,71,90,58,77,Right,4,4,2,High/ Medium,Lean (170-185),79,76,68,71,83,32
172,Samuel Yves Umtiti,182,75,86,CB,85,42000000,170000,France,61,51,79,78,65,83,84,83,15,10,14,12,15,82,84,51,58,61,81,65,67,61,79,66,83,84,65,85,70,Left,3,2,3,Medium/ Medium,Unique,64,72,62,73,77,29
173,Luiz Frello Filho Jorge,180,68,83,CM,83,36500000,125000,Italy,75,60,56,89,71,64,80,71,14,7,13,14,8,79,78,68,87,91,81,61,50,77,81,72,71,58,85,66,62,Right,3,3,2,Medium/ Medium,Lean (170-185),79,75,76,88,85,31
174,Cristian Portugués Manzanera,167,66,83,RW,83,36500000,50000,Spain,80,83,77,83,72,55,61,59,14,10,15,15,13,82,55,80,82,53,77,90,90,83,78,81,82,75,89,73,74,Right,4,3,1,High/ High,Normal (170-),84,80,64,79,81,30
175,Juan Bernat Velasco,170,67,84,LB,83,38000000,95000,Spain,85,65,57,82,61,75,81,78,8,9,12,11,16,75,79,78,77,53,78,82,81,85,83,88,64,74,79,57,62,Left,3,4,2,High/ Medium,Normal (170-),83,78,51,73,83,29
176,Thorgan Hazard,175,71,83,LM,83,38500000,79000,Belgium,81,76,39,82,80,56,46,48,6,9,7,7,8,57,63,81,83,81,78,86,83,91,82,88,78,60,80,65,77,Right,4,4,2,High/ High,Lean (170-185),86,83,81,73,84,29
177,Allan Marques Loureiro,175,74,83,CDM,85,35500000,115000,Brazil,70,74,59,84,56,87,88,86,13,13,5,5,8,90,88,79,80,53,85,77,69,78,88,86,73,67,92,78,69,Right,3,4,2,Medium/ High,Normal (170-185),82,65,49,79,83,31
178,Francesco Acerbi,192,88,83,CB,83,23500000,75000,Italy,25,37,82,75,39,87,87,85,11,9,9,13,11,77,86,20,65,72,85,66,59,32,85,35,75,67,83,86,60,Left,3,3,2,Medium/ High,Normal (185+),65,62,56,79,72,34
179,Sergio Roberto Carnicer,178,68,83,RB,83,33000000,175000,Spain,83,63,72,84,50,75,79,78,14,16,11,15,10,68,79,69,83,57,76,75,79,69,80,74,65,43,92,69,66,Right,3,4,3,Medium/ Medium,Lean (170-185),78,78,60,78,82,30
180,Anthony Lopes,184,81,84,GK,83,28000000,69000,Portugal,19,18,16,32,13,13,15,13,85,80,74,80,86,43,25,9,48,16,65,63,64,67,83,62,56,82,36,73,18,Left,2,1,2,Medium/ Medium,Normal (170-185),15,15,14,31,21,32
181,Dušan Tadić,181,76,83,CF,83,30500000,30000,Serbia,84,83,66,85,79,48,34,26,11,11,14,9,16,56,37,83,87,83,86,67,66,77,81,84,78,59,86,75,76,Left,3,4,3,Medium/ Medium,Unique,84,85,76,80,87,34
182,Charles Mariano Aránguiz Sandoval,171,70,83,CDM,83,25500000,79000,Chile,78,66,53,85,68,86,74,72,15,7,12,8,13,81,85,75,81,76,81,71,51,79,87,86,78,61,85,64,77,Right,4,3,2,Medium/ Medium,Lean (170-185),79,75,76,84,83,33
183,Wilfried Zaha,180,66,83,LM,83,38500000,82000,Ivory Coast,76,77,47,75,64,30,34,32,15,10,15,11,10,72,32,76,76,72,80,88,92,87,75,79,81,58,75,77,70,Right,3,5,2,Medium/ Medium,Unique,90,63,51,65,86,30
184,Joël Andre Job Matip,194,90,84,CB,84,34500000,115000,Cameroon,54,36,84,77,50,85,86,80,11,15,10,7,10,84,86,48,72,42,79,51,67,51,84,42,66,75,69,80,48,Right,2,2,2,Medium/ Medium,Lean (185+),69,63,22,74,72,31
185,Aitor Fernández Abarisketa,182,78,83,GK,83,25000000,31000,Spain,30,12,20,38,15,14,13,12,84,78,74,81,86,15,24,15,48,24,55,58,53,70,83,48,56,82,42,48,12,Right,2,1,1,Medium/ Medium,Normal (170-185),22,34,14,35,14,31
186,Alexandre Lacazette,176,77,83,ST,83,36500000,125000,France,68,83,75,79,79,39,51,32,11,6,9,5,6,74,42,84,78,76,81,77,75,81,84,82,87,76,77,75,78,Right,4,4,3,High/ High,Unique,84,74,74,70,85,31
187,Koen Casteels,197,86,85,GK,83,31000000,53000,Belgium,15,15,14,35,13,11,19,17,83,80,80,83,84,33,16,15,42,20,40,44,46,50,82,43,60,58,44,72,18,Left,2,1,2,Medium/ Medium,Normal (185+),14,20,13,37,23,30
188,Konstantinos Manolas,189,83,84,CB,83,33500000,84000,Greece,27,25,80,60,16,85,85,87,8,6,8,15,12,86,86,25,22,26,83,80,83,67,81,60,40,86,69,81,12,Right,2,2,3,Low/ High,Normal (185+),54,30,10,61,65,31
189,Lukáš Hrádecký,192,82,83,GK,83,24000000,64000,Finland,11,11,11,30,9,10,10,13,85,78,69,83,87,31,18,9,53,20,48,38,44,43,82,39,52,69,34,55,14,Right,3,1,2,Medium/ Medium,Lean (185+),10,11,15,33,20,33
190,Iker Muniain Goñi,170,66,83,LW,83,38500000,41000,Spain,79,79,43,84,68,58,55,38,10,5,5,13,12,66,45,80,83,61,82,83,79,91,80,95,70,72,74,49,77,Right,3,4,2,Medium/ Low,Normal (170-),87,82,69,70,86,30
191,Philippe Coutinho Correia,172,68,83,CAM,83,36500000,190000,Brazil,79,76,48,82,78,55,54,47,12,7,9,14,6,59,49,81,83,70,77,77,68,91,82,93,82,58,74,51,86,Right,4,5,4,High/ Medium,Normal (170-185),89,90,86,78,89,30
192,Kevin Trapp,189,88,83,GK,83,25000000,35000,Germany,13,13,11,25,12,15,14,10,82,78,79,83,85,30,22,12,46,17,62,45,52,42,82,37,59,75,45,73,13,Right,4,1,2,Medium/ Medium,Normal (185+),10,14,12,12,24,32
193,Oscar dos Santos Emboaba Júnior,179,66,83,CAM,83,36500000,25000,Brazil,81,78,59,86,72,66,56,52,12,10,15,12,12,56,49,82,80,70,79,83,73,88,80,86,80,75,84,58,82,Right,3,4,3,High/ High,Lean (170-185),81,77,78,85,83,31
194,José Paulo Bezzera Maciel Júnior,183,80,83,CM,83,30000000,39000,Brazil,67,84,85,82,75,80,79,75,16,16,11,6,8,81,80,84,83,71,81,74,71,73,82,85,83,92,92,82,80,Right,4,4,3,High/ High,Normal (170-185),82,66,75,76,83,34
195,İlkay Gündoğan,180,80,83,CM,83,35500000,160000,Germany,78,71,50,88,75,75,74,67,11,14,5,5,13,70,77,78,86,80,87,66,66,77,85,77,77,61,69,73,74,Right,4,4,3,High/ Medium,Normal (170-185),84,85,74,85,88,32
196,Kieran Trippier,173,69,83,RB,83,32000000,71000,England,86,48,74,80,58,77,83,81,11,14,8,11,10,70,79,73,80,66,77,74,72,73,81,77,75,76,88,64,70,Right,4,3,2,Medium/ Medium,Normal (170-185),74,86,82,79,83,32
197,Fernando Francisco Reges,183,76,83,CDM,83,24000000,39000,Brazil,62,54,74,83,56,83,83,81,7,5,9,3,5,85,85,59,74,54,78,66,66,70,81,62,76,76,82,81,68,Right,3,3,2,Medium/ Medium,Lean (170-185),71,65,53,78,78,35
198,Jérôme Boateng,192,90,83,CB,83,25000000,90000,Germany,69,34,84,77,52,81,87,85,7,12,15,6,5,83,80,47,73,46,84,64,76,55,83,52,78,73,60,88,58,Right,4,2,4,Medium/ Medium,Stocky (185+),64,53,31,84,70,34
199,Yuri Berchiche Izeta,181,80,83,LB,83,31500000,35000,Spain,82,61,75,82,59,80,80,77,12,13,9,8,11,85,82,62,66,59,78,82,84,77,80,80,80,85,86,80,76,Left,3,3,2,High/ Medium,Normal (170-185),72,80,55,72,80,32
200,Arturo Erasmo Vidal Pardo,180,75,83,CM,83,22500000,125000,Chile,76,75,81,81,78,80,86,83,4,2,4,2,4,93,84,82,81,81,80,66,65,73,85,77,84,82,86,83,81,Right,4,3,4,High/ High,Unique,76,76,68,80,82,35
201,Edin Džeko,193,80,83,ST,83,17500000,39000,Bosnia Herzegovina,63,88,83,77,77,58,28,16,9,11,13,15,15,58,50,89,75,67,83,61,58,56,83,36,86,64,70,81,79,Right,5,2,3,Medium/ Medium,Lean (185+),76,65,54,72,85,36
202,Éver Maximiliano David Banega,174,71,83,CM,83,28500000,55000,Argentina,80,71,55,85,65,80,77,76,13,8,7,7,10,83,79,75,85,78,80,65,61,76,81,80,76,56,69,67,81,Right,4,4,3,High/ Medium,Normal (170-185),83,83,81,84,84,34
203,Radja Nainggolan,176,65,83,CDM,85,29000000,125000,Belgium,73,75,59,85,75,83,86,90,11,11,14,8,11,88,86,84,80,63,84,71,71,75,85,83,86,74,89,75,89,Right,3,3,3,High/ High,Unique,83,73,68,82,84,34
204,Marcelo Vieira da Silva Júnior,174,75,83,LB,83,25000000,170000,Brazil,84,73,73,81,63,71,77,79,12,5,5,5,9,80,80,81,78,59,82,81,78,83,82,85,81,76,74,76,70,Left,4,5,4,High/ Low,Unique,89,84,67,77,91,34
205,Gareth Frank Bale,185,82,83,RW,83,35000000,200000,Wales,87,81,84,80,85,54,55,52,15,15,11,5,6,65,59,83,79,76,85,86,89,78,79,65,90,82,69,77,87,Left,3,4,4,Medium/ Medium,Unique,80,90,87,79,83,33
206,Jan Bert Lieve Vertonghen,189,86,83,CB,83,17500000,21000,Belgium,70,54,78,77,52,86,85,86,6,10,9,12,7,84,85,56,66,66,81,55,61,56,82,60,80,83,72,79,66,Left,3,3,3,High/ High,Normal (185+),70,66,70,73,77,35
207,Blaise Matuidi,180,75,83,CDM,83,18000000,14000,France,72,60,68,80,72,85,83,85,8,11,5,10,14,86,82,69,74,56,82,76,75,83,80,79,78,84,85,73,67,Left,2,2,3,Medium/ High,Unique,75,60,52,77,75,35
208,Carlos Alberto Vela Garrido,177,77,83,RW,83,30000000,17000,Mexico,78,85,67,81,82,31,22,14,8,14,8,13,10,57,37,84,81,72,83,80,80,81,83,81,76,65,74,67,84,Left,2,4,3,High/ Low,Normal (170-185),84,84,71,66,85,33
